date,plan_kwh,adjusted_purchase_kwh,adjustment_up_kwh,adjustment_down_kwh,charge_kwh,discharge_kwh,emergency_kwh,spill_kwh,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan
2025-02-01,50699.2053305808,50699.2053305808,0.0,0.0,17790.57547201565,14376.002953858508,0.0,12906.456879090325,22336.712932183545,0.0,0.0,22336.712932183545
2025-02-02,96168.74343803353,96185.72648979568,16.983051762152968,0.0,20125.491605336774,16588.589031037325,0.0,14292.545965496238,68705.96840913994,26.758223576377933,0.0,68732.72663271632
2025-02-03,97191.65535626013,97191.65535626013,0.0,0.0,20210.489666344518,16681.73163,0.0,13445.980819915612,70639.49578595675,0.0,0.0,70639.49578595675
2025-02-04,99452.39408419801,99452.39408419801,0.0,0.0,21398.34118947611,17241.269826679687,0.0,14100.45877140159,72711.6293135302,0.0,0.0,72711.6293135302
2025-02-05,93518.53485492257,93763.695808525,245.16095360243196,0.0,22054.545603925755,17932.005200173608,0.0,8892.728421439526,67403.66782298192,377.28139532436944,0.0,67780.94921830628
2025-02-06,99019.34221195907,99019.34221195907,0.0,0.0,20918.127065086053,17092.889603285592,0.0,14923.047533491937,72170.8533900425,0.0,0.0,72170.8533900425
2025-02-07,50318.304412174955,50318.304412174955,0.0,0.0,18423.918935413178,14674.803815347224,0.0,14763.509625442339,21515.405429446186,0.0,0.0,21515.405429446186
2025-02-08,40735.79808083536,40945.418424160016,209.62034332465387,0.0,18258.62705019022,14728.088372222224,0.0,5837.7170295253545,17200.796104302422,216.00775460434753,0.0,17416.803858906773
2025-02-09,94458.99480462936,94460.36524114221,1.3704365128464815,0.0,20204.781401022483,16777.72195515191,0.0,11477.88982860497,67761.50484096787,2.2762265260123633,0.0,67763.78106749388
2025-02-10,89005.56448686786,89006.01744409009,0.45295722222226686,0.0,20073.339314220626,16381.35699526476,0.0,10987.39754180089,61014.86073746214,0.702536651666736,0.0,61015.56327411381
2025-02-11,89456.23566069316,89456.29471235983,0.059051666666618985,0.0,21821.760776078267,17813.96226317274,0.0,10227.89906612097,62310.547402238335,0.09469820524992353,0.0,62310.64210044358
2025-02-12,89828.4443911656,89828.4443911656,0.0,0.0,20977.847050136155,16894.13594232639,0.0,10477.997150022498,62134.428619719314,0.0,0.0,62134.428619719314
2025-02-13,84333.43440030779,84418.76874080235,85.33434049457304,0.0,19486.80246343631,15777.187258953993,0.0,9379.674519653374,57034.70337251906,131.67583863935917,0.0,57166.379211158426
2025-02-14,41014.055245690855,41474.60321979676,460.54797410590345,0.0,18061.61449792792,14502.539145963541,0.0,8113.726051165716,16982.165020559118,457.36840441194335,0.0,17439.53342497106
2025-02-15,40325.88492798916,40325.88492798916,0.0,0.0,17389.11704529536,14250.860600394964,0.0,7907.537383088764,17351.24402373053,0.0,0.0,17351.24402373053
2025-02-16,89528.90389183802,89537.02489131875,8.120999480727392,0.0,20639.965187815764,16968.257467984546,0.0,10487.938071487542,62163.425554462985,15.201292877999569,0.0,62178.62684734099
2025-02-17,88660.33618289421,88660.33618289421,0.0,0.0,19149.81139669436,15534.326656332461,0.0,13860.98827586565,60447.42384427831,0.0,0.0,60447.42384427831
2025-02-18,77990.68753339296,78224.1305230272,233.4429896342418,0.0,22049.010677045557,17775.28002925143,34.206666666666706,1893.2187585664142,51750.17694380844,286.2673086987566,171.28988333333353,52207.73413584053
2025-02-19,78799.86904026355,79086.72940851,286.86036824643776,0.0,22486.339516123055,18488.23287464848,73.96492364583332,2283.2603073479295,52331.11214399155,398.3817083471771,399.22824585499995,53128.72209819373
2025-02-20,81979.9370429697,82172.95274878433,193.0157058146267,0.0,21050.357122065052,16815.142370313846,10.652207960069404,6955.256471659869,55184.605733285236,314.06461324894127,59.76421275996939,55558.434559294146
2025-02-21,35525.67334918145,35654.06104992798,128.38770074652786,0.0,17791.254906875914,14268.677858589408,0.0,6571.221968308144,15063.027880842925,152.53475995763813,0.0,15215.562640800563
2025-02-22,35681.93006392216,35750.214743922166,68.28468000000078,0.0,17179.492013661747,13937.167573177081,0.0,4663.127420104166,15307.93703057649,104.5984728240012,0.0,15412.535503400492
2025-02-23,80557.18076601745,80589.67116364263,32.490397625173614,0.0,22260.61945699434,18444.633092868753,0.0,5241.831116183712,53754.35727969066,59.14719855607908,0.0,53813.50447824674
2025-02-24,77286.06599111899,77308.28160091907,22.215609800087805,0.0,21191.24384818176,16966.578152938626,31.480576684027938,4912.06286569331,51416.26567230452,43.17381608549064,160.22135656704074,51619.660844957056
2025-02-25,79092.25394666992,79104.26476789796,12.010821228038594,0.0,19252.1951554486,15685.98520707648,81.46333333333337,9798.194919525846,51526.99956002624,19.062358613965667,421.7718991666668,51967.83381780687
2025-02-26,73073.19265626355,75178.15556948533,2104.9629132217738,0.0,22606.30438950789,18046.319943943272,12.559896588541733,1815.8829871759206,47541.850629277986,2332.683130337546,63.05715011968784,49937.59090973522
2025-02-27,73603.61731571009,74195.38605893365,591.768743223567,0.0,22530.13421638492,18481.619925028208,12.453090182291703,3202.7406577592433,47241.569615118315,735.4567200348014,63.168497358906436,48040.194832512025
2025-02-28,34483.716290675315,34483.716290675315,0.0,0.0,17201.711553861394,13750.33085032552,0.0,7739.742037139436,14235.871374783785,0.0,0.0,14235.871374783785
2025-03-01,37793.18308971707,37793.18308971707,0.0,0.0,16099.000089131945,13194.425196210937,0.0,11229.842263462735,15408.340245824504,0.0,0.0,15408.340245824504
2025-03-02,81593.99106421912,82667.56392666801,1073.5728624488738,0.0,22107.754376660232,18237.36174984375,0.0,6438.864233184854,54239.47949782916,1566.770908578895,0.0,55806.25040640806
2025-03-03,83710.67129542572,84536.16690033457,825.4956049088544,0.0,21800.17278248853,17656.999154735244,21.617328684894414,8397.463967932854,55455.92572857399,1192.9721071770784,107.02779045413344,56755.9256262052
2025-03-04,74780.37427723545,75950.8187900878,1170.4445128523498,0.0,21877.622203327806,17732.383403931988,0.0,2606.1220573586497,48659.819815131974,1405.9585802431907,0.0,50065.778395375164
2025-03-05,78757.72779490359,78789.07845319447,31.350658290885008,0.0,20900.663650971586,16722.35244238411,0.0,8480.295227940334,50332.794888937635,48.49728008678445,0.0,50381.292169024426
2025-03-06,73018.86190711183,73516.97156199603,498.10965488420015,0.0,21393.82038892778,17373.02742691406,0.0,3555.5244666489853,46762.415257531575,731.9653493391379,0.0,47494.38060687071
2025-03-07,34074.15072190463,34074.15072190463,0.0,0.0,15740.482426733377,12499.22297377604,0.0,9910.605735613963,13979.400417295376,0.0,0.0,13979.400417295376
2025-03-08,32180.29833278398,32214.97815009253,34.6798173085522,0.0,15824.893002308007,12812.876176031124,0.0,10139.821807148983,13241.414107659133,33.981575427446415,0.0,13275.39568308658
2025-03-09,75395.79156563347,75433.76826731455,37.976701681075724,0.0,21308.389371574507,17503.5640752908,0.0,8295.417921030838,47163.12802053975,57.443791620590474,0.0,47220.57181216034
